Q,A
 대구 동성로 서울 시청 광장 퀴어 행사 동성애 축제 개최 반대,문화_예술_체육_언론
 탈 원전 정책 반대,성장동력
 광명 서울 민 고속도로 반대,교통_건축_국토
 축구 협회 축협 대한 내부 감사 운영 및 내부 운영 진의 실무 능력 인사 등 제도 개선 청원,문화_예술_체육_언론
 이명희 구속영장 또 기각 판사 국민 한번 건가,정치개혁
 이슬람 난민 수용 결사 반대 북한 핵 일본 극악 무도 이슬람 인구 유입 결사 반대,외교_통일_국방
 제주 체류 맨 난민 추방 청원 본국 송치 청원,외교_통일_국방
 리벤지 포르노 복수 불법 촬영 물 유포자 공유 관람 처벌 강화 청원,인권_성평등
 월드 정수기 피해 이제,기타
 제주 체류 난민 명도 추방,안전_환경
 교복 대신 생활 복 체육복 대체,육아_교육
 사이버 성범죄 대해 서도 적극 수사,인권_성평등
 난임 부부 나이 횟수 원금 확대,저출산_고령화대책
 양육 수당 지급 조건,육아_교육
 보육 교사 휴게 과연 누굴 위 정책,보건복지
 임대 아파트 임대 사업자 부당 전환 매매 관심,교통_건축_국토
 대한민국 외국인 정책 대해 대적 개혁 요구,정치개혁
 김부선 배우 얘기 귀,인권_성평등
 배우 조재현 김기덕 감독,문화_예술_체육_언론
 여성부 이름 변경 남성 단체 대한 지원 남성 부 창설,인권_성평등
 예멘 난민 생계비 지원 나라 위해 유공 급 여기 대한민국 입,보건복지
 난민 양산 난민 취업 허가 난민 국어교육 지원 제주도 외국인 무비 폐지,행정
 자 한당 김재원 의원 낮술 교통사고 검사 청탁 처벌,정치개혁
 뉴스타파 김재원 의원 및 의성 군수 안동 검사 촉구,인권_성평등
 김재원 국회의원 청탁 안동 출신 검사 처벌,정치개혁
 대한민국 군대 나라 아들 의아 생활 평생 고통 삶 대한민국 군대,외교_통일_국방
 외국인 건강 보험 혜택,보건복지
 디지털 성범죄 관 심각 성과 대처 위 교육 부착 카메라 대해 판매 금지 요구,인권_성평등
 난민 광화문 결집 국민 결기,정치개혁
 음주운전 재판 무마 자유 한국 김재원 의원 구속,정치개혁
 예멘 난민 추방 요청,외교_통일_국방
 이명희 구속 요청,정치개혁
 국민 의견 무시 난민 입국 일괄 거부,안전_환경
 국산 파워 팩 해외 수출 및 국산 전차 사용 것 허가,외교_통일_국방
 지방선거 중 교육감 투표 연령 확대 청원,육아_교육
 최 증장 애인 죽음 워 모 근로기준법 제 특례지정 청원,보건복지
 외국인 의료 혜택 및 다문화 가정 혜택 폐지 요청,보건복지
 아동 수당 개월 이상,육아_교육
 정유 조원태 버금 김상돈 의왕시 당선자 의 부정 학력 취득 의혹 조사해 시오,정치개혁
 현재 불법체류 난민 문제 대한 상세 조사 대책 마련 청원,외교_통일_국방
 조재현 수사,기타
 연기자 조재현 발바리 수사,미래
 난민 심사 중 격리 원칙 치안 대책 제대로 마련 불체 강력 추방 제도 외국 지문 등록 체류 관리,외교_통일_국방
 자 국민 반대 난민 수용,안전_환경
 대한항공 이명희 사건 구속 수사,기타
 포항시 의회 졸속 개정 추진,행정
 햑 아구 선수 휴식 보장 및 대학 야구 시설 확충,문화_예술_체육_언론
 동탄 신도시 부동산 중개업 소의 담합 불법 의심 행위 대한 조사 촉구 해결,교통_건축_국토
 강원랜드 발의 피 채용 비리 온상 한국 뇌 연구원 조사 요구,행정
 대구 교육감 강은희 당선 무효,정치개혁
 개인 회생 단축 안 관련 소급 적용 적극 검토 창원 지방법원 정책,기타
 자유 한국 김재원 의원 조사,기타
 조두순 소 청원,기타
 대한민국 경찰 검사 판사 횡포,안전_환경
 해외여행 시 지인 가이드 등 성폭력 발생 시 조치 취할 수 거,인권_성평등
 제주도 및 국내 불법체류자 관련 법안 개헌,외교_통일_국방
 보육 교사 휴게 시간 대하,보건복지
 난민 법 다문화 무사 증 외국인 투표 외국인 의료 보험 모두 폐지,기타
 지적장애 급 여성 주 월 평균 일 달 터 무니 임금 지급 노동 착취 서산 즙 제조 건강 사장 꼭 처벌,기타
 부동산 질서 중개 보조 폐지 공인 중개사 부동산 의무교육,교통_건축_국토
 축구 협회 비리 조사 및 처벌,문화_예술_체육_언론
 제주도 예멘 추방 촛불집회,미래
 보육 교사 휴게 시간,보건복지
 제주 특별자치도 무사 증 제도 폐지 청원,외교_통일_국방
 박주민 의원 맨 추방,인권_성평등
 조재현 김기덕 재발 부탁,인권_성평등
 미용실 등 자영 업자 부가가치세 로,성장동력
 음주 뺑소니 현행범 빼 김재원 여자 검새 처벌,정치개혁
 김재원 국회의원 음주운전 관련 처벌 조속 실행,정치개혁
 보험금 자동 지급 시스템,보건복지
 인간 안락사 허용,인권_성평등
 미세먼지 감 대책 답 숲 보존 부분 별 부산 뉴스 테이 사업 철회,안전_환경
 필리핀 구금 국민,안전_환경
 은행 금리 조작 정보 공개 및 처벌,행정
 외국인 아동 혜택,육아_교육
 입영 훈련병 복지 개선,외교_통일_국방
 학교 내 설치 확대 및 강화 찬성,인권_성평등
 난민 유입 것 유입 난민 불법체류자 추방,안전_환경
 길고양이 통합 관리 서비스 홈페이지 개설 청원,반려동물
 대구 교육감 강은희 당선 반대,육아_교육
 외고 폐지 대한 대책 촉구,육아_교육
 전문대 심화 과정 경과 조치 적용 시오,육아_교육
 보육 교사 휴식시간 근로 시간,육아_교육
 조재현 성범죄 수사,인권_성평등
 문재인 대통령 난민 법 법률 발의 난민 법 폐지 시기 분노 촛불 민심 청와대 민주당,외교_통일_국방
 이명희 구속영장 기각 영장 전담 판사 전원 파면,정치개혁
 외국인 건강 보험 가입 반대,보건복지
 살인 죽음 사형제,안전_환경
 연합뉴스 평양 지국 설치 의제 남북 고위 회담 의제 주기 청원,외교_통일_국방
 신한대 학교 총장 등록금 횡령 고발,기타
 제주도 난민 명 추방,안전_환경
 원희룡 제주도 지사 자격 박탈 및 제주 특별자치도 자격 취하 요청 예멘 불체 송환 및 기타 법률 제정 요청,외교_통일_국방
 김재원 국회의원 부당 청탁 검사 수사 요청,정치개혁
 자치 경찰 제도 도입 반대,안전_환경
 문재인 대통령,육아_교육
 루원시티 시장 후보자 루 원제 청사 취소 안,미래
 난민 대한 온정 인권 자 국민 안전,외교_통일_국방
 외국인 난민 수락 전면 거부 법 제정 난민 법 폐지 청원,외교_통일_국방
 국회의원 명 축소 지방 의원 무급 상복,정치개혁
 중고 거래 개인 거래 상습 기범 꼭,기타
 상인 향 청소년 횡포,행정
 꼭즘 오피스텔 취득세 관련 검토,교통_건축_국토
 대한항공 이명희 씨 구속영장 기각 관련,행정
 공매도 만큼 것 외국 증권사 불법 알고리즘 매매 금지,경제민주화
 제주도 지사 원희룡 사퇴 청원,안전_환경
 진에어 면허 취소 반대,교통_건축_국토
 경복궁역 사고 미투 관련 사회 갈등 조장 및 허위 사실 유포 트판 글 작성자 강 경루 기자 처벌,인권_성평등
 대구 상수도 요금 환급 및 대책 마련 요구,안전_환경
 김석기 국회의원 주낙 경주시장 당선자 이진 락 주낙 영 경주시장 당선자 선대 본부장 공직선거법 위반 및 직권남용 혐의 처벌,정치개혁
 중 고교생 역사 교과서 개정 그대로 유지시 켜 것 청원,육아_교육
 보육 교사 휴게 시간 주지,육아_교육
 김재원 의원 사하라,정치개혁
 이재명 경기도 지사 혈 낭비 취임식 계획 중단 사비,행정
 가축 개 고양이 제외 개 고양이 식용 반디,반려동물
 시민 건강 위협 수도 물 조사해,안전_환경
 남녀 경찰 체력 시험 통합 및 실력 위주 선발 요청,안전_환경
 컬링 부녀 징계 철회 시오,문화_예술_체육_언론
 대구 수돗물 사태,안전_환경
 대구 수돗물,안전_환경
 대구 수돗물,안전_환경
 대구 시장 파면 청원,행정
 대구 수돗물 주민 건강 위협 기만 대구시 수도 사업 소장 즉각 처분 청원,안전_환경
 수돗물 발암 물질 업체 공개,안전_환경
 의료 용 대마 오일 법안 통과 촉구 청원,보건복지
 저출산 해결 난임 지원 위 현실 정책 반드시,육아_교육
 대통령 제발 제발 이슬람 난민,인권_성평등
 예멘 난민 명 대한 대응 한국 이민 난민 정책 대한 포괄 건의,정치개혁
 축구 협회 해체 요구,문화_예술_체육_언론
 남녀 경찰 체력 시험 통합 및 개선 방안 마련 청원,안전_환경
 필리핀 선교사 대한 범죄,외교_통일_국방
 난민 법 철회 난민 법 요청 친 민법 폐지 요청,인권_성평등
 산악인 김 대장님 응원,문화_예술_체육_언론
 혁신 꿈 택시 업계 카르텔 이제 청산 시대,미래
 제주도 무비 반대 예민 난민 사람 먼저 다가 지지 그 사람 국 자 국민,안전_환경
 대구시 수돗물 발암 물질,안전_환경
 미투 사건 관련 당선자 김석준 부산 교육감 박종훈 경남 교육감 당선 취소 청원,육아_교육
 김재원 즉각 사하라,정치개혁
 대구 수돗물 해결,안전_환경
 소방 공무원 경찰 공무원 휴일 수당 근로기준법 지급 시기,행정
 대구시 수돗물 취 수원 이전 요구,안전_환경
 보육 교사 말 서류,보건복지
 국민 여러분 사연,보건복지
 장애 수당 지급 조건 지급 금액,보건복지
 청소년 여자 교복,인권_성평등
 충북 청주시 방서 지구 정압 기 이전 설치 요청,안전_환경
 제주도 예멘 난민 수용 대합,외교_통일_국방
 외국인 아동 보육료 혜택,육아_교육
 교육 교권 보호 위해 학생 처벌 청원,육아_교육
 질병 결석 유급,육아_교육
 대구 수질 오염 관련 청원,안전_환경
 조선족 아동 보육료 왜 정부 지원,육아_교육
 부산 대구 경상도 물,안전_환경
 이슬람 종교,정치개혁
 난민 청원 동의,정치개혁
 조선족 청원 경고,육아_교육
 서울시 잠실 단지 국제 설계 공모 과정 직권남용 조사 청원,행정
 개 고양이 식용 금지,반려동물
 난민 제주도 뿐 대한민국 전체,안전_환경
 대구시 수돗물 발암 물질 검,안전_환경
 난민 지원 옹호 시민단체 인권 단체 특별 세 부과 제안,외교_통일_국방
 제주도 무비 폐지 불법체류자 추방 난민 반대 청원,외교_통일_국방
 일방 서울 여대 특수 치료 전문 대학원 폐지 철회 청원,육아_교육
 계동 도시재생 권결합 개발 방식 개발 허용 간청,교통_건축_국토
 화웨이 통신 장비 사용 반대,기타
 제주 무사 증 입국 전면 폐지 및 이태원 이슬람 사원 폐쇄,미래
 범죄자 초상권 폐지 음주 사고 가중 처벌 음주주 취 자등 경찰 소방관 보호 위 가중 처벌,안전_환경
 데이트 폭력 특별법 제정 촉구,안전_환경
 중국 한국 식민지 매국 정책 난민 수용 무비 투자 민제 다문화 폐기,정치개혁
 물 대구 수돗물 사태 조사 및 해결 방안 요청,안전_환경
 자유 대한 백두대간 길,교통_건축_국토
 황우여 난민 법 발의 거 취소 난민 조약 탈퇴,미래
 대구시 수돗물 취 수원 구미 상류 이전,안전_환경
 벤츠 차량 도난 범인,인권_성평등
 제주도 예멘 난민,인권_성평등
 김종필 대한 무궁화대훈장 수여 반대,정치개혁
 김종필 총리 훈장 금지 및 국립묘지 안장 금지,행정
 김종필 무궁화대훈장 추서 거 철회,정치개혁
 김종필 국립묘지 안장 검토 장난,정치개혁
 김종필 무궁화대훈장 반대,정치개혁
 매국노 김종필 국가 훈장 반대,기타
 제주도 무슬림 난민 이민 반대,안전_환경
 대구 수돗물 선거 전 달동 안 대구 시장 권영진 자유 한국 공무원 대한 처벌,안전_환경
 국민 사랑 국민 위 나라 난민 반대,인권_성평등
 김재원 의원 고발 사실 관련 전원 처벌,정치개혁
 사랑 교회 장로 의성 군수 김주수 당선 취소,정치개혁
 미성년 자 업소 술 담배 구입 대한 처벌 법 개정 요구,행정
 엠넷 프로 듀스 프로그램 대한 방송통신 위원회 방송 정지 징계 발동 촉구 청원,문화_예술_체육_언론
 조선족 아동 수당 청원 반대 퍼,육아_교육
 대구 수돗물 사태 은폐 및 늑장 알림 이 나라 다운 나라,안전_환경
 국민 명령 시간 끌 당장 예멘 난민 모조리 내,외교_통일_국방
 대법원 등 대법원 조직 정보 이용 수십 년 국민 몰래 나라 땅 불분명 개인 땅 강탈,행정
